PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
4877,146.8,175.19,156.7,113.01,12.06,12.25,,11.98,6.6,23.1,18.3,103.28,6.6,173.3,167.37,159.1,113.66,12.08,12.26,,11.97,6.65,24.77,19,96.12,6.65
4878,159.1,158.71,161.4,109.22,12.07,12.33,,11.97,6.6,22.43,19.7,97.09,6.6,166.4,166.37,193.9,113.58,11.82,12.24,,11.97,6.61,25.53,18.7,106.74,6.6
4879,152,159.61,172.2,111.25,12.09,12.16,,11.98,6.61,23.98,19.6,93.33,6.6,153.2,173.49,166.4,111.96,11.89,12.29,,11.97,6.61,24.72,11.8,102.31,6.6
4880,185.7,156.11,172,106.24,11.82,12.28,0.37,11.97,6.61,26.7,14.4,103.02,6.63,161.9,163.3,166.3,111.5,11.87,12.32,,11.98,6.6,24.09,15.4,90.28,6.66
4881,164.8,145.24,142.9,116.17,11.84,12.24,0.38,11.98,6.61,26.36,12,103.75,6.62,127.3,153.09,133.8,114.19,11.83,12.24,0.35,11.97,6.62,25.55,22.2,113.14,6.62
4882,164.1,144.54,156.1,115.37,12.07,12.25,0.41,11.97,6.41,20.63,16.2,97.68,6.43,181.3,170.78,165.6,115.42,11.82,12.28,,11.97,6.6,27.5,28.2,99.05,6.6
4883,167.8,144.17,149.6,108.81,12.03,12.2,0.41,11.97,6.41,24.95,15.1,99.4,6.41,157.3,155.49,157.4,112.02,12.09,12.24,0.4,11.97,6.42,18.41,16.5,83.56,6.41
4884,163.2,175.22,167.5,118.06,12.06,12.25,,11.97,6.62,23.77,32.2,107.93,6.64,150.8,170.22,150.7,112.72,11.89,12.28,,11.98,6.61,24.4,17.3,94.5,6.61
4885,156.5,168.61,156.7,105.7,12.06,12.2,,11.98,6.65,21.84,27.9,97.63,6.6,137.4,153.75,197.6,111.28,12.03,12.26,0.41,11.97,6.41,24.54,17.2,102.76,6.29
4886,155.1,173.06,153.3,113.17,12.06,12.27,,11.97,6.61,22.44,14,100.41,6.6,155.7,130,155.1,114.91,12.09,12.33,0.38,11.97,6.4,21.98,12.5,94.17,6.44
4887,187.3,173.97,153.7,112.88,12.06,12.24,,11.98,6.61,24.31,15.8,102.34,6.6,150,178.46,147.4,113.62,12.06,12.19,,11.98,6.6,24.55,18,103.5,6.61
4888,147.9,168.62,137,113.62,11.82,12.23,0.38,11.97,6.6,24.69,26.1,100.63,6.6,151.1,146.28,163.8,114.16,11.85,12.23,0.39,11.97,6.61,25.84,14.9,93.11,6.63
4889,176.6,179.54,188.9,115.2,12.07,12.21,,11.97,6.62,22.34,44.9,102.04,6.6,156.9,153.06,164,110.41,11.91,12.26,,11.97,6.62,26.77,14.4,102.14,6.61
4890,170.7,143.84,160.5,111.02,12.14,12.27,0.39,11.97,6.4,18,14.9,83.39,6.41,145.6,156.91,156.2,116.87,12.1,12.17,,11.98,6.62,24.17,22.2,93.7,6.63
4891,197.7,145.61,163.6,111.43,11.86,12.31,,11.97,6.56,26.21,12.9,94.88,6.6,154.7,146.19,151.1,115.36,12.11,12.16,0.4,11.97,6.4,17.96,21.3,81.12,6.41
4892,160.3,165.51,144.6,112.68,12.1,12.36,0.41,11.97,6.4,23.75,11.3,104.26,6.42,164.7,138.44,128,113.93,12.07,12.2,0.41,11.97,6.4,21.2,19.5,92.75,6.42
4893,146.7,170.95,162.1,112.21,11.92,12.18,,11.97,6.6,27.39,17.4,106.86,6.64,128.9,152.96,142,106.9,11.83,12.28,0.38,11.97,6.6,27.69,23.7,99.51,6.61
4894,147.6,156.09,156.9,112.54,12.09,12.35,0.35,11.97,6.4,21.63,9.6,103.29,6.41,157.2,166.45,159.7,113.27,12.08,12.33,,11.98,6.62,22.09,11.6,102.63,6.61
4895,140.5,163.23,184.3,116.36,11.86,12.18,,11.97,6.61,24.06,13,89.97,6.61,164.4,182.47,168.6,114.83,12.05,12.2,,11.97,6.62,23.16,32.5,103.89,6.61
4896,164.4,168.64,169.6,109.24,11.72,12.28,,11.97,6.61,27.56,16.1,107.45,6.62,157.9,172.87,151,111.05,11.89,12.12,,11.97,6.62,23.2,32.5,89.31,6.61
4897,169.6,144.06,152.7,114.99,12.05,12.22,0.41,11.97,6.4,20.57,25.5,89.19,6.41,158.7,182.62,160.1,114.06,12.05,12.28,,11.97,6.6,23.29,28.4,95.95,6.64
4898,163.4,156.59,153.7,110.77,12.06,12.31,0.41,11.97,6.4,19.91,13.9,95.29,6.41,164.9,165,164.2,112.12,11.89,12.28,,11.97,6.62,26,14.4,90.83,6.62
4899,175.6,158.93,162.5,113.79,11.76,12.2,,11.97,6.61,24.2,17.1,94.63,6.61,167,155.27,188.6,110.72,12.12,12.31,,11.97,6.61,21.81,23.5,99.96,6.61
4900,123.5,147.91,155.3,111.02,12.03,12.19,0.41,11.97,6.41,22.44,17.1,100.87,6.43,139.4,161.69,152.8,110.47,12.11,12.2,0.36,11.97,6.4,22.51,13.8,100.76,6.41
4901,154.7,165.1,143.7,108.28,11.71,12.33,,11.97,6.63,29.02,14.5,113.97,6.61,176.4,144.33,150.6,110.03,12.13,12.16,0.37,11.97,6.41,16.72,21.7,81.07,6.41
4902,143,182.58,173,113.88,12.09,12.19,,11.97,6.6,24.23,17.9,103.23,6.61,165.1,162.7,177.7,116.56,11.74,12.38,,11.97,6.61,25.37,14.3,96.95,6.61
4903,151.4,152.22,144.8,111.05,12.13,12.19,0.4,11.97,6.41,18.73,16,82.74,6.41,154.7,154.43,163,109.41,12.09,12.21,,11.98,6.62,22.46,19.8,99.01,6.64
4904,134.7,140.47,176.2,111.23,12.04,12.26,0.41,11.97,6.41,23.68,16.1,98.62,6.41,185.7,158.73,138.8,113.42,11.84,12.22,,11.97,6.6,26.75,17,107.51,6.61
4905,164.5,164.46,156.7,116.71,11.87,12.35,,11.97,6.61,24.4,13,90.19,6.61,166.8,154.18,144.6,109.21,12.11,12.15,0.36,11.97,6.44,21.75,18.8,103.11,6.44
4906,141.6,171.2,154.4,106.8,12.06,12.19,,11.97,6.62,23.68,16.4,100.13,6.6,184.9,155.47,141.9,117.51,12.09,12.13,,11.97,6.62,23.67,21.4,100.84,6.61
4907,147.4,164.5,153.6,117.5,11.87,12.33,,11.97,6.61,26.48,13.3,96.46,6.6,154.7,166.91,169.8,116.35,12.07,12.21,,11.97,6.62,21.61,19.9,103.75,6.6
4908,153.6,166.91,175,111.79,12.09,12.3,,11.97,6.6,22.47,12.9,101.02,6.61,140,152.65,148.1,106.01,12.09,12.24,,11.98,6.6,20.77,26.3,93.46,6.61
4909,152.9,146.28,157.1,109.41,12.11,12.37,0.41,11.97,6.41,22.33,10.4,93.62,6.41,145.8,143.2,130.5,114,11.83,12.23,0.39,11.97,6.61,24.04,19.7,99.77,6.61
4910,148.3,167.55,162.3,116.17,12.07,12.21,,11.97,6.6,22.27,21.5,96.39,6.62,167.3,147.24,181.1,113.21,12.05,12.24,0.39,11.97,6.41,19.84,17.5,95.81,6.41
4911,165.7,160.3,146.7,116.04,12.04,12.25,0.41,11.97,6.41,20.75,20.8,89.65,6.42,176,151.51,154.6,109.76,12.05,12.19,0.41,11.97,6.41,21.53,18.4,100.6,6.41
4912,155.7,151.9,144.3,110.92,11.92,12.27,,11.97,6.61,22.92,21.4,95.34,6.61,137.8,163.34,159.1,109.03,12.06,12.2,,11.97,6.62,23.21,32.5,93.22,6.61
4913,163.4,142.12,147.6,118.11,11.89,12.22,,11.97,6.6,23.39,14.5,93.08,6.62,196.8,159.51,142.8,121.52,11.75,12.23,,11.97,6.6,22.88,16.2,103.12,6.62
4914,154.5,151.89,156.9,117.76,11.87,12.19,0.41,11.97,6.63,24.38,22.4,96.74,6.61,170.3,137.55,162.6,112.89,12.06,12.25,0.39,11.97,6.41,20.48,12.8,93.49,6.41
4915,147.2,167.96,184.9,110.61,11.9,12.36,,11.97,6.64,21.91,12.1,97.16,6.6,138,159.82,141.2,109.97,11.82,12.28,0.38,11.97,6.6,25.24,39.9,98.97,6.6
4916,182.4,155.42,180.6,109.58,11.76,12.24,,11.98,6.61,27.14,19,104.45,6.63,197.9,151.99,146.9,115.06,11.86,12.17,,11.97,6.41,26.17,14.3,102.05,6.66
4917,171.7,171.38,127.6,119.39,12.07,12.27,,11.97,6.62,25.42,9.4,99.48,6.61,197.5,170.78,143.7,115.94,11.83,12.27,,11.97,6.46,27.19,13.5,110.1,6.62
4918,192.5,165.18,189,112.87,12.07,12.2,,11.97,6.63,22.57,23.2,102.65,6.61,135.1,134.69,133.9,113.78,12.05,12.23,0.41,11.97,6.42,22.72,12.7,95.35,6.41
4919,186.9,145.49,149,110.72,11.84,12.24,,11.97,6.6,27.13,43.9,104.02,6.61,148.7,147.81,168.9,114.48,12.04,12.18,0.41,11.97,6.42,23.68,17.7,98.18,6.41
4920,172.9,146.76,156.6,112.52,12.04,12.21,0.41,11.97,6.41,22.06,18.9,96.86,6.41,149,140.46,162,110.05,11.84,12.28,0.38,11.97,6.61,26.35,15,101.85,6.62
4921,158.7,142.3,186.2,115.75,12.05,12.25,0.41,11.97,6.41,21.97,17.4,91.27,6.42,191.8,159.88,154.7,114.95,12.06,12.19,0.41,11.97,6.4,23.56,25.1,104.52,6.41
4922,177.8,145.77,144.3,112.48,12.03,12.35,0.41,11.98,6.41,23.24,13.7,95.52,6.41,137.6,164.88,180.2,112.8,12.07,12.12,,11.97,6.62,23.18,37.4,104.86,6.61
4923,165.1,155.65,168.3,109.66,12.09,12.15,,11.97,6.62,22.15,17.2,96.87,6.63,174.5,173.78,183.1,118.52,12.08,12.3,,11.97,6.62,25.02,15.1,99.88,6.61
4924,146.9,150.85,157.1,112.41,12.1,12.2,0.39,11.97,6.41,18.51,21.2,80.91,6.41,157.3,148.46,156.5,112.45,12.09,12.27,0.41,11.97,6.42,23.21,12.4,100.93,6.41
4925,142.5,162.52,138.5,111.52,11.83,12.24,0.38,11.97,6.61,26.09,15.3,101.15,6.61,146.8,150.46,131.3,117.26,12.07,12.27,0.37,11.97,6.41,21.25,15,100.02,6.4
4926,185,146.86,157.3,112.97,12.14,12.26,0.38,11.97,6.41,19.29,15.2,80.97,6.41,173.8,157.64,152.6,112.55,11.81,12.28,0.39,11.97,6.6,22.84,15,101.1,6.61
4927,186.4,155.69,136.7,113.12,12.12,12.19,0.38,11.97,6.4,17.58,17.6,80.57,6.42,164.2,149.49,168.2,112.94,12.06,12.18,0.41,11.97,6.41,22.33,21.1,87.17,6.41
4928,174.5,158.46,171.5,107.86,12.1,12.27,,11.97,6.62,24.28,14.8,101.38,6.64,120.7,152,129.9,116.63,11.91,12.27,,11.97,6.6,22.61,12.9,90.09,6.61
4929,172.8,144.52,159.1,111.91,12.13,12.23,0.4,11.97,6.4,22.55,28.2,88.31,6.41,174.5,140.46,160.9,110,11.86,12.3,0.36,11.97,6.62,22.62,11.9,93.51,6.61
4930,164.8,160.76,176.1,112.78,11.8,12.24,0.34,11.98,6.61,24.44,13.1,106.84,6.63,167.4,157.78,144.8,114.15,12.07,12.22,,11.97,6.62,24.53,14.4,96.4,6.62
4931,147.9,164.76,171.1,110.15,11.89,12.31,,11.98,6.61,23.14,9,88.46,6.61,188.4,161.84,151.8,109.68,12.09,12.18,,11.97,6.62,23.32,21.6,98.07,6.61
4932,154.5,161.3,145.9,107.86,11.84,12.21,0.34,11.97,6.61,24.7,18.7,96.75,6.6,152.6,150.08,152.7,112.9,12.1,12.21,0.41,11.97,6.42,22.84,25.7,95.75,6.41
4933,158,168.35,157.2,117.83,11.95,12.27,,11.97,6.61,26.53,13.9,97,6.6,149.4,159.64,174.6,113.02,12.09,12.13,,11.98,6.62,23.65,24.3,98.34,6.61
4934,182.7,157.92,149.9,108.62,12.08,12.33,,11.97,6.62,23.96,16.9,97.66,6.61,146.7,152.62,180.4,109.28,12.08,12.22,,11.98,6.62,23.36,15.1,97.75,6.66
4935,166.7,144.03,134.8,115.42,12.09,12.25,0.36,11.97,6.4,19.62,13,96.46,6.41,168.4,160.26,151.5,112.22,11.85,12.18,0.34,11.97,6.6,23.72,19.9,91.79,6.61
4936,188.8,146.39,146.7,116.62,11.83,12.37,0.38,11.97,6.61,27.45,23.2,102.3,6.6,139.7,145.14,148.2,113.19,12.13,12.31,0.4,11.97,6.42,18.36,10.9,83.83,6.41
4937,165.3,152.88,178.5,120.35,11.79,12.25,,11.97,6.61,24.99,17.6,100.91,6.6,165.8,145.12,162.8,111.37,11.77,12.33,,11.97,6.61,24.25,15.2,99.23,6.63
4938,155,167.72,149.5,112.02,12.07,12.19,,11.97,6.62,22.75,14.7,95.41,6.61,173.1,165,153.9,112.34,11.83,12.34,,11.97,6.61,24.43,14.7,107.37,6.6
4939,154.2,174.7,161.4,118.86,11.98,12.25,,11.97,6.62,25.87,13.3,95.2,6.61,159.3,145.2,119.3,115.28,12.03,12.31,0.41,11.97,6.41,23.86,18.3,97.36,6.4
4940,164.4,153.89,170.5,116.27,12.09,12.25,,11.97,6.62,23.11,16.9,89.76,6.62,182.5,173.06,142.8,115.98,12.07,12.26,,11.97,6.62,21.12,16.3,100.71,6.61
4941,174.7,152.07,180.8,111.28,11.86,12.3,,11.97,6.61,28.47,13.4,102.14,6.61,146.8,132.55,153.4,112.45,12.06,12.23,0.41,11.97,6.41,23.37,14.4,93.1,6.41
4942,149.4,180.99,150.6,107.68,11.89,12.22,,11.97,6.62,29.93,16.7,96.54,6.6,151.1,170.47,161.1,110.06,12.08,12.34,,11.97,6.6,23.96,12.5,94.59,6.63
4943,153.9,150.61,148.1,108.35,12.03,12.31,0.41,11.97,6.41,23.01,20.3,102.38,6.41,177.1,161.09,167.3,111.25,11.86,12.2,,11.97,6.61,26.05,20.5,102.99,6.61
4944,157.1,153.53,138.9,113.11,12.08,12.22,,11.97,6.62,20.34,23.4,96.28,6.63,138.1,176.07,161.3,109.67,11.99,12.36,,11.97,6.6,28.62,8.5,113.12,6.61
4945,155.6,156.39,171.9,118.04,11.93,12.2,,11.97,6.62,24.25,16.5,108.17,6.61,183.6,167.04,152.4,113.51,12.06,12.37,,11.97,6.62,24.92,8.2,103.17,6.62
4946,143.3,150.48,151.6,113.02,11.89,12.25,,11.97,6.6,25.44,11,98.23,6.61,162.5,175.9,158,115.07,11.88,12.2,,11.97,6.6,24.07,22.1,95.48,6.61
4947,164.8,159.67,166.4,117.8,11.88,12.28,,11.97,6.64,24.21,17.2,96.82,6.62,143.3,167.9,184.1,113.42,12.08,12.18,,11.97,6.6,21.97,18.7,102.51,6.6
4948,174,165.09,163.2,118.5,12.07,12.24,,11.97,6.6,24.31,14,106.12,6.62,164.9,167.46,159.4,114.72,11.83,12.19,0.38,11.97,6.61,27.57,27.2,98.8,6.62
4949,174,151.18,152.6,116.22,11.83,12.33,0.35,11.98,6.61,27.39,10.5,102.15,6.61,167.2,162.67,159.2,112.13,11.82,12.21,,11.97,6.63,26.43,20.1,104.71,6.61
4950,135,151.7,146.9,108.31,12.04,12.13,0.41,11.97,6.41,23.82,17.8,109.4,6.44,175.6,155.44,159.8,118.88,11.89,12.37,,11.97,6.61,25.67,25.8,97.65,6.62
4951,140.1,160.71,170.5,107.14,11.89,12.24,,11.97,6.61,22.33,15.9,86.51,6.61,184.4,179.98,162.8,115.89,12.06,12.25,,11.97,6.61,22.05,24.3,97.91,6.61
4952,168.7,138.85,178.6,114.2,12.04,12.32,0.41,11.97,6.41,21.08,9.6,96.44,6.42,148.3,152.85,184,113.35,11.94,12.36,,11.97,6.6,24.19,28.6,102.77,6.61
4953,155.1,178.06,151.3,116.57,12.05,12.25,,11.97,6.62,23.84,14.9,107.65,6.62,149.8,148.54,137.5,118.53,12.13,12.25,0.39,11.97,6.41,18.41,12.7,79.1,6.42
4954,185.5,139.44,167.2,114.3,12.07,12.23,0.41,11.97,6.41,21.12,18.3,89.15,6.41,151.6,154.66,139.8,118.22,12.09,12.2,0.41,11.97,6.4,23.32,16.8,100.74,6.42
4955,140.8,138.68,151.5,109.96,12.13,12.3,0.39,11.97,6.41,15.88,11.4,77.83,6.41,163.4,146.72,179.7,111.83,11.75,12.27,,11.97,6.61,26.06,17.6,109.17,6.6
4956,131.7,159.04,169.6,117,11.82,12.2,0.37,11.97,6.61,24.64,16.2,112.09,6.6,157.2,159.6,149.7,114.03,11.9,12.29,,11.97,6.62,22.15,26.9,97.2,6.6
4957,164.3,170.65,164.5,110.73,11.89,12.2,,11.97,6.62,24.84,12.8,89.83,6.64,170.5,149.14,176,109.48,11.91,12.31,,11.97,6.62,23.74,16,94.07,6.62
4958,165.9,156.1,168.6,110.81,11.81,12.35,0.34,11.97,6.61,23.75,20.6,95.17,6.61,173.9,147.35,161.7,115.76,12.07,12.3,0.41,11.97,6.4,20.76,12,89.94,6.42
4959,152.4,145.67,166.4,109.99,11.84,12.22,,11.97,6.63,26.34,15.7,102.87,6.62,156.1,177.66,158.5,115.44,12.05,12.28,,11.97,6.62,23.17,17.9,98.04,6.63
4960,172.7,150.23,140.4,112.18,12.11,12.19,0.38,11.97,6.41,21.63,19.9,99.98,6.41,139.4,136.77,170.7,110.54,12.05,12.21,0.42,11.97,6.42,23.69,22.9,96.38,6.41
4961,148.1,147.64,158.4,109.75,12.1,12.27,0.38,11.97,6.4,24.56,17.3,100.88,6.46,184.8,136.41,156.7,118.25,11.85,12.2,0.37,11.97,6.62,24.24,15.5,94.89,6.61
4962,162.8,172.88,173.7,115.18,12.06,12.21,,11.97,6.61,20.44,14,101.14,6.61,146.4,173.27,151.1,119.55,11.88,12.29,,11.97,6.62,25.3,16.7,103.87,6.61
4963,162.8,166.35,157.2,113.37,12.06,12.29,,11.97,6.6,22.84,26.9,99.26,6.63,164.8,163.58,120.8,115.63,11.83,12.29,0.4,11.97,6.61,23.46,15.4,100.24,6.6
4964,156.3,147.27,154.5,113.43,11.92,12.33,,11.97,6.6,23.7,13,90.62,6.62,196.5,153.29,163.7,114.28,12.05,12.27,0.39,11.97,6.4,22.39,16.7,107.59,6.42
4965,155.6,154.49,183.2,111.31,11.85,12.31,,11.97,6.61,25.38,19.3,100.4,6.61,151.9,161.96,197.6,114.32,11.76,12.26,,11.97,6.6,24.31,22,91.98,6.53
4966,167.7,157.01,177.8,110.04,11.82,12.3,0.38,11.97,6.61,25.1,13.8,100.21,6.62,173.2,170.03,172.4,112.69,11.88,12.39,,11.97,6.61,25.73,9.7,94.69,6.61
4967,163.7,161.59,182.6,124.31,11.94,12.24,,11.97,6.62,27.41,16.9,98.23,6.63,137.3,147.8,162,107.99,11.84,12.24,0.36,11.97,6.61,24.8,23.6,94.24,6.61
4968,155.5,136.21,153.8,111.55,11.7,12.36,,11.97,6.62,21.07,11.9,96.59,6.6,161.9,170.52,156.6,116.05,11.89,12.17,,11.97,6.62,22.87,24.8,95.6,6.61
4969,155.7,160.6,140.8,113.26,11.82,12.24,0.37,11.97,6.61,26.44,18.8,106.89,6.6,190.7,143.62,173.2,115.39,12.13,12.33,0.36,11.97,6.41,19.87,9.5,85.08,6.41
4970,146.5,159.74,197.4,115.77,11.82,12.2,0.41,11.97,6.62,22.28,14.3,95.06,6.56,161.6,159.11,164.7,107.95,12.08,12.26,,11.97,6.6,23.01,13.4,99.82,6.61
4971,143.1,157.11,159.8,110.78,11.91,12.18,,11.97,6.6,26.06,25,109.15,6.61,150.4,152.98,156.8,114.33,12.12,12.29,0.39,11.97,6.44,21.94,17.8,99.98,6.42
4972,140.3,154.99,169.3,111.06,11.9,12.15,,11.98,6.62,25.3,23,94.33,6.62,172.2,152.3,160.1,110.79,11.9,12.2,,11.97,6.62,23.02,21.8,91.92,6.62
4973,153.7,149.93,183.3,110.7,11.72,12.27,,11.97,6.61,26.04,13.5,98.47,6.61,164.6,168.98,134.6,111.99,11.83,12.34,0.36,11.98,6.61,25.52,12.9,107.02,6.6
4974,173.4,155.83,176.2,114.13,11.83,12.27,0.37,11.97,6.61,25.89,27,101.57,6.61,164.8,147.85,143.8,109.54,12.1,12.23,,11.98,6.61,21.52,20,95.82,6.62
4975,153.8,163.64,159.2,120.26,12.08,12.23,,11.97,6.62,25.45,12.2,106.69,6.62,173.7,168.52,152.4,116.93,11.89,12.26,,11.97,6.63,22.71,26.6,94.43,6.61
4976,145.8,134.17,137.7,114.54,12.09,12.2,0.37,11.97,6.41,19.14,15.3,88.31,6.41,173.7,153.83,179.7,108.96,11.82,12.28,0.35,11.98,6.61,27.41,16.8,94.66,6.61
4977,155.9,155.35,158,115.18,12.1,12.21,0.41,11.97,6.41,21.81,16.7,100.14,6.4,157.1,159.2,135.3,119.95,11.82,12.34,0.38,11.97,6.61,24.65,12.1,98.03,6.61
4978,172.9,166.16,148.8,107.96,11.73,12.3,,11.97,6.61,27.15,12.6,102.87,6.63,161,142.3,163.4,111.1,12.06,12.15,0.41,11.97,6.42,24.71,21.8,100.69,6.41
4979,154.5,156.33,167.8,113.29,11.89,12.18,,11.97,6.62,23.29,20.1,96.24,6.61,183,151.7,163.8,112.06,12.03,12.29,0.39,11.97,6.41,23.62,11.6,96.28,6.41
4980,181.1,156.03,178.3,115.44,11.82,12.33,0.39,11.97,6.6,24.51,13.5,99.48,6.6,183.5,180.29,184.7,112.7,12.07,12.35,,11.97,6.62,23.78,8.8,107.78,6.61
4981,138.8,147.99,145.2,113.34,12.11,12.26,0.39,11.97,6.42,18.93,17,82.68,6.41,154.5,150.21,149.1,111.91,11.9,12.32,,11.98,6.64,25.71,13.2,95.64,6.62
4982,143.2,141.27,155,108.23,11.85,12.24,0.33,11.97,6.62,22.77,15.7,94.23,6.6,142.1,157.16,140.1,110.47,12.11,12.37,0.41,11.97,6.4,22.63,16.2,104.32,6.42
4983,155.9,157.6,149.4,112.49,11.94,12.25,,11.97,6.63,26.11,17.7,104.65,6.62,166.4,182.12,149.2,113.13,12.06,12.26,,11.97,6.61,19.95,16.3,96.49,6.63
4984,147.3,158.1,145.9,116.74,12.09,12.29,0.4,11.97,6.4,23.48,12.9,99.86,6.4,135.5,148.19,151.4,118.07,12.1,12.2,0.39,11.97,6.41,18.58,19.4,94.89,6.42
4985,183.8,184.5,170.1,113.16,12.05,12.21,,11.97,6.62,25.94,17.8,103.38,6.61,137.9,169.22,163.6,111.64,11.81,12.22,0.36,11.97,6.63,25.13,36,101.01,6.62
4986,164.3,154.06,172.9,113.91,12.09,12.16,,11.97,6.62,20.81,16.1,102.06,6.6,160,167.67,180,116.33,11.83,12.33,,11.97,6.61,28.27,14,104.77,6.63
4987,159,158.26,149.6,108.58,11.9,12.36,,11.97,6.6,22.95,10.6,91.25,6.61,177.2,144.66,135.8,116.68,11.71,12.26,,11.98,6.63,23.69,12.9,101.85,6.61
4988,161,145.96,131,111.9,12.05,12.31,0.41,11.97,6.41,20.51,13.9,94.09,6.42,144.3,158.74,182.1,115.4,11.89,12.27,,11.97,6.62,25.11,20.2,96.95,6.6
4989,183.3,141.4,174.7,115.26,11.86,12.34,,11.97,6.61,26.37,10.8,99.78,6.61,154.3,145.48,166.8,123.29,11.88,12.33,,11.97,6.63,24.33,18.7,90.17,6.6
4990,177.1,182.16,145.8,110.51,12.05,12.2,,11.98,6.6,26.55,14.7,108.77,6.6,149,153.06,132.8,112.6,12.05,12.38,0.41,11.97,6.4,21.55,9,99.36,6.41
4991,174,162.79,178.7,113.2,11.82,12.22,0.3,11.97,6.6,26.08,22.8,97.03,6.61,174,153.29,157.2,117.69,11.9,12.34,,11.97,6.62,23.32,12.6,92.5,6.62
4992,190.4,178.2,169.9,115.75,12.08,12.12,,11.97,6.62,23.3,23.3,102.01,6.61,149.3,147.94,158.1,115.11,11.9,12.26,,11.97,6.63,24.65,11.6,93.21,6.6
4993,159.5,147.11,140.6,111.13,11.9,12.16,,11.97,6.6,22.62,61.4,93.07,6.62,169.3,174.76,164.6,117.95,12.07,12.12,,11.97,6.61,24.39,15.1,97.91,6.61
4994,182.9,150.63,135.7,114.87,12.04,12.3,0.41,11.97,6.42,22.47,12.8,100.11,6.44,191,145.46,126,109.03,12.06,12.19,0.41,11.97,6.41,21.7,19.3,97.45,6.4
4995,151.5,154.36,159.7,110.52,12.13,12.37,0.41,11.97,6.43,20.63,12.3,99.58,6.41,133,155.16,143.8,113.12,12.09,12.3,0.41,11.98,6.41,23.01,17.4,104.85,6.41
4996,143.8,152.31,153.1,116.02,12.11,12.25,0.39,11.97,6.4,20.27,25.1,85.07,6.41,152.6,172.2,172.4,107.54,11.89,12.24,,11.97,6.61,23.98,17.8,93.92,6.61
4997,167,167.05,196.5,113.68,12.08,12.23,,11.97,6.62,22.87,19.8,104.78,6.61,149.9,169.2,169.7,112.26,12.09,12.23,,11.97,6.62,23.56,12.3,105.73,6.61
4998,176.3,162.53,151.2,113.24,11.83,12.27,,11.97,6.61,24.95,13.3,102.02,6.61,166.1,159.13,197.3,116.07,12.08,12.17,,11.97,6.62,21.47,14.4,100.55,6.6
4999,167.6,151.79,147.1,111.33,12.04,12.36,0.41,11.97,6.4,22.64,16.9,101.52,6.41,146.1,169.31,167.1,117.87,11.88,12.23,,11.97,6.62,24.99,19.1,106.09,6.62
5000,167.5,141.86,175.6,115.94,12.05,12.28,0.41,11.97,6.41,23.21,13.9,94.49,6.4,177.5,164.46,160.9,118.27,12.11,12.27,0.38,11.97,6.41,24.04,15.9,104.81,6.45
5001,164.5,147.9,149.9,114.58,12.04,12.3,0.41,11.97,6.41,20.74,14.8,97.01,6.43,148.1,156.64,161.7,110.24,11.9,12.35,,11.98,6.62,23.56,9.1,95.17,6.63
5002,165.3,171.74,147.7,113.36,12.06,12.16,,11.97,6.62,23.44,19,94.91,6.61,181.5,160.58,143.2,111.09,11.81,12.19,0.37,11.97,6.61,26.24,39.2,100.15,6.61
5003,177.7,179.46,165.4,113.06,12.05,12.17,,11.97,6.6,22.93,12.6,101.25,6.62,171.6,148.79,180.4,114.57,12.12,12.19,0.39,11.97,6.42,23.55,15.8,95.52,6.41
5004,146.5,154.07,144.4,112.94,12.1,12.3,0.4,11.97,6.41,20.14,12,85.97,6.41,165.9,155.77,183.3,118.13,11.82,12.36,0.37,11.97,6.61,23.75,8.7,96.6,6.61
5005,155.3,133.06,173.2,114.71,12.05,12.31,0.41,11.97,6.41,22.52,11.3,96.31,6.4,165.7,164.16,158.9,116.65,11.91,12.26,,11.97,6.6,23.83,29.9,97.19,6.63
5006,171.5,134.42,190.8,114.94,12.04,12.31,0.41,11.97,6.4,21.55,13.5,95.45,6.41,164.6,165.71,147.9,113.18,11.9,12.24,,11.98,6.62,27.35,15.2,107.22,6.6
5007,161,146.93,168.3,114.04,12.11,12.27,0.4,11.97,6.41,17.76,17.1,83.1,6.41,161.8,167.95,148,112.22,11.81,12.36,0.37,11.97,6.61,27.64,10.5,101,6.6
5008,149.7,146.51,145.8,116.87,11.92,12.43,,11.97,6.61,25.52,9.7,95.61,6.62,147.4,165.65,154.4,112.8,11.75,12.31,,11.98,6.61,25.34,13.4,103.02,6.61
5009,167.3,154.85,164,110.52,11.75,12.26,,11.97,6.61,24.73,25.7,87.33,6.63,145.2,160.98,145,106.65,12.1,12.21,0.39,11.97,6.41,20.31,22.8,85.75,6.43
5010,153.8,178.7,158.3,110.21,11.95,12.23,,11.97,6.61,25.31,17.8,96.26,6.61,155.6,150.58,162.9,109.94,11.9,12.24,,11.97,6.62,23.88,14.7,93.47,6.61
